Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Find a Police Precinct or PSA by Location,,,,,,,,,,
Property Tax Account Assistance and Bill Information,Residential Building Owner Assistance,Tax Reduction and Construction Exemption and Abatement Programs - Residential Properties,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
County Clerk - Brooklyn,County Clerk - Manhattan,Outside of 311 Jurisdiction,,,,,,,,
Civil Service Exam Information,NYC Jobs,,,,,,,,,
Disabled Persons Advice and Information,,,,,,,,,,
City Retiree - Health Benefits,Health Insurance for Seniors - Medicare and HIICAP-SHIP Program,,,,,,,,,
Single Room Occupancy Complaint,,,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,,,,,,,,,
Property Tax Mailing Address Update,,,,,,,,,,
Heat Bulletin,Service Request Status - General,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
tiol Grid Customer Service,,,,,,,,,,
Learning Disabilities Information and Referrals,,,,,,,,,,
Sidewalk Violation Dismissal - Property Owner Fixed,,,,,,,,,,
Bulk Item Disposal Information,Recycling Rules - Plastic,,,,,,,,,
Apartment Maintence Complaint,Residential Public Area Maintence Complaint,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Manhattan Resident Parking Tax Exemption Information and Assistance,Manhattan Resident Parking Tax Exemption Information and Assistance,Manhattan Resident Parking Tax Exemption Information and Assistance,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
Landlord Information - Removing HPD Violation - Brooklyn,Landlord Information - Removing HPD Violation - Staten Island,Property Tax Account Assistance and Bill Information,Property Tax Assistance - Senior Citizen Homeowner Exemption (SCHE),Property Tax Exemption - Persol Exemption Removal,Property Tax Homeowner Tax Benefit Application - General,,,,,
Food Protection Course for Businesses that Serve or Process Food - Online,Restaurant Permit - Apply,,,,,,,,,
Division Transfer,Find a Police Precinct or PSA by Location,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - By Mail,,,,,,,,,
"Trees and Sidewalk Repair for 1, 2 and 3 Family Residential Property",,,,,,,,,,
CUNY Start,Free GED Bridge Classes - LaGuardia Community College,,,,,,,,,
Adult Protective Services,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Loose Trash,,,,,,,,,,
Building Construction Uuthorized After Hours,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Business Tax Payment,,,,,,,,,,
City Worker or Agency Complaint or Compliment,Service Request Status - General,,,,,,,,,
Division Information Provided,Fincial Empowerment Center,Lawyer Referral for Seniors,,,,,,,,
"Car Service, Limousine or Ambulette Drivers License",Driver License Information,,,,,,,,,
Apartment Maintence Complaint,,,,,,,,,,
Damage to Street - Utility Work,,,,,,,,,,
Status of Request for Death Certificate from 1949 to Present,,,,,,,,,,
Jail System Complaint,,,,,,,,,,
Service Request Follow-Up,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Affordable Housing Information - English,,,,,,,,,,
Shelter and Assistance for Ruway or Homeless Youth,,,,,,,,,,
Apartment Maintence Complaint,Assistance for Homeless People in Shelters,,,,,,,,,
Apartment Maintence Complaint,Homeless Shelter Complaint - Shelter Client,,,,,,,,,
Benefit Card Replacement for Cash Assistance or Food Stamp Client,,,,,,,,,,
Homeless Shelter Complaint - Shelter Client,,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,,,,,,,,,,
Muni-Meter Information,,,,,,,,,,
Business Fine Payment - Online,,,,,,,,,,
Cave-In In Street,Pothole on Street,,,,,,,,,
Find an Event - General,,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Janitor or Super Not Available,Janitor or Super Not Available,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Business Registration-Sole Proprietors and General Partnerships,Investigate a Business Licensed by DCA,,,,,,,,,
Investigate a Business Licensed by DCA,Investigate a Business Not Licensed by DCA,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
"IDNYC Card - Corrections, Changes, and Lost Cards","IDNYC Complaints, Status, and Inquiries",,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Reclaim a Towed Vehicle - Marshal or Sheriff,,,,,,,,,
NYCHA Section 8 Program Cuts,Public Housing Assistance Status - All Boroughs,,,,,,,,,
Outside of 311 Jurisdiction,,,,,,,,,,
Food Stamp Center,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Service Request Status - General,,,,,,,,,,
Traffic - Non-Emergency Condition,,,,,,,,,,
Vehicle Blocking Driveway Complaint,,,,,,,,,,
Find a Public Hospital,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Building Construction Without Permit,,,,,,,,,,
Water Leak on Street or Sidewalk,,,,,,,,,,
Homeless - Chronic or Encampment,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
CFC and Freon Removal - Appointment,,,,,,,,,,
Labor Law Information or Complaint,,,,,,,,,,
Standing Dead Tree Removal - City Tree,,,,,,,,,,
Health and Mental Hygiene Literature Request,,,,,,,,,,
Locate an Elected Official,,,,,,,,,,
Public Assistance or Welfare Information,,,,,,,,,,
"Street or Highway Sign Installation, Removal, or Relocation",Vehicle Blocking Driveway Complaint,,,,,,,,,
Damage to Street - Utility Work,Dead Animal on Street or Sidewalk - Priority,Dead Animal on Street or Sidewalk - Priority,,,,,,,,
New Tree Complaint,,,,,,,,,,
Damage to Street - Utility Work,,,,,,,,,,
Missed Garbage Collection,Recycling and Trash Collection Schedules,,,,,,,,,
Heat or Hot Water Complaint in Entire Residential Building,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
Access-A-Ride Information or Complaint,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Taxi Inquiry or Complaint from Taxi Driver or Taxi Licensee,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Property Tax Payment Plan Application,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
HEAP - Homebound Individuals,,,,,,,,,,
Contact or Locate a City Marshal,Eviction Prevention Assistance - Non-Payment of Rent,Homelessness Prevention through HomeBase,,,,,,,,
Unemployment Insurance Information,,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,,,,,,,,,
Bike Share Equipment Maintence or Customer Service,,,,,,,,,,
Pay Property Tax - Online,Property Tax Account Assistance and Bill Information,,,,,,,,,
Traffic or Pedestrian Sigl Condition,Traffic or Pedestrian Sigl Condition,,,,,,,,,
Fight a Parking Ticket - In Person,Fight a Parking Ticket - Online,Parking Ticket Copy,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,
Ready New York Guide,Ready New York Guide,,,,,,,,,
"Bed Bug Complaint - Apartment, Hotel or Single Room Occupancy","Bed Bug Complaint - Apartment, Hotel or Single Room Occupancy",,,,,,,,,
Caller Hung Up,,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,IDNYC Enrollment Centers,IDNYC General Information,,,,,,,
Property Tax Account Assistance and Bill Information,Property Tax Exemption Information,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Breastfeeding Information Literature,,,,,,,,,,
Child Care Fincial Assistance - Children's Services Clients,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Homeless - Chronic or Encampment,,,,,,,,,,
Animal - Found or Stray - Dog or Large Wildlife,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,,,,,,,,,
Property Tax Assistance - School Tax Relief (STAR),Property Tax Homeowner Tax Benefit Application - General,,,,,,,,,
FDNY Permit or Inspection,,,,,,,,,,
Inmate Visit Schedule,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Traffic - Non-Emergency Condition,,,,,,,,,,
Streetlight Condition,,,,,,,,,,
Immigration Application Form,Immigration and Citizenship Services and Information,,,,,,,,,
Public Assistance or Welfare Information,,,,,,,,,,
Division Information Provided,Food Stamp Center,,,,,,,,,
Register for the City Bid List,,,,,,,,,,
LifeNet - Spanish,,,,,,,,,,
Find a School,,,,,,,,,,
Public Housing Maintence,,,,,,,,,,
Housing Court Information for Tent and Landlord Disputes,,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Heat Bulletin,Heat or Hot Water Complaint in Apartment,,,,,,,,,
Business Tax Information,,,,,,,,,,
Noise from Store or Business,,,,,,,,,,
Stolen Property,,,,,,,,,,
NYC Commuter Benefits,,,,,,,,,,
Public Assistance or Welfare Information,,,,,,,,,,
Tax Reduction and Construction Exemption and Abatement Programs - Commercial and Office Properties,Tax Reduction and Construction Exemption and Abatement Programs - Commercial and Office Properties,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Find a Towed Vehicle - Plate Number Unknown - NYPD,,,,,,,,,
Property Tax Account Assistance and Bill Information,,,,,,,,,,
Civil Marriage Ceremony,Marriage Record from 1930 to Present,,,,,,,,,
Caller Hung Up,,,,,,,,,,
IDNYC - Make an Appointment,,,,,,,,,,
Locate an Elected Official,,,,,,,,,,
IRS Impersotion Scam,,,,,,,,,,
Homeless Shelter Intake for Single Adults,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Help Starting a Small Business,,,,,,,,,,
Abandoned Vehicle With Plates on Public Property,,,,,,,,,,
Day Care Center Complaint,,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Make an Appointment,IDNYC General Information,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
Service Request Status - DOB Status Not Found,Stop Work Order Information or Violation - Priority,Stop Work Order Information or Violation - Priority,,,,,,,,
Taxi Driver License,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Food Stamp Center,,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Disabled Persons Advice and Information,Social Security - Benefits Application and Assistance,,,,,,,,,
Death Certificate from 1949 to Present,,,,,,,,,,
Documents Required to Apply for IDNYC,IDNYC - Change or Look Up Appointment,,,,,,,,,
Federal Tax Assistance for Individuals - IRS,,,,,,,,,,
Child Care Fincial Assistance - Eligibility and Application In Person or By Phone,Elevator or Escalator Inspection Information,,,,,,,,,
Drug Activity - Chronic,,,,,,,,,,
Division Transfer,,,,,,,,,,
Sidewalk Violation Dismissal - Property Owner Fixed,Sidewalk Violation Dismissal - Property Owner Fixed,,,,,,,,,
Health and Mental Hygiene Literature Request,,,,,,,,,,
Bus or Subway - Information and Complaint,,,,,,,,,,
Big Apple Rx - Free Prescription Discount Card,Find a Public Hospital,,,,,,,,,
Lost Property in a Taxi - Medallion Number Unknown,Lost Property in a Taxi - Medallion Number Unknown,,,,,,,,,
Death Certificate from 1949 to Present,,,,,,,,,,
U.S. Postal Service Consumer Hotline,,,,,,,,,,
Find a Towed Vehicle - Plate Number Known,Parking Ticket Payment Plan,,,,,,,,,
Death Certificate from 1949 to Present,Death Certificate from 1949 to Present,,,,,,,,,
Homelessness Prevention through HomeBase,,,,,,,,,,
Unemployment Insurance Information,,,,,,,,,,
Homeless Shelter Intake for Single Adults,,,,,,,,,,
Telemarketing Fraud Complaint,,,,,,,,,,
Business Tax Payment,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Civil Service Exam Information,,,,,,,,,,
Heat or Hot Water Complaint in Apartment,,,,,,,,,,
One Shot Deal - Short Term Emergency Assistance,,,,,,,,,,
Civil Service Exam Information,,,,,,,,,,
Illegal Conversion of Residential Space,,,,,,,,,,
Boiler Inspection Notice of Violation,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
SCRIE - Submit Updated Contact Information or New Lease,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
City Worker or Agency Complaint or Compliment,,,,,,,,,,
ECB Violation - Request an Online Hearing,,,,,,,,,,
Illegal Dumping - Chronic,Service Request Status - General,,,,,,,,,
Documents Required to Apply for IDNYC,Documents Required to Apply for IDNYC,,,,,,,,,
Elementary School Student After School Program - Drop-In,,,,,,,,,,
Department of Motor Vehicles - Assistance and Office Locations,,,,,,,,,,
Apartment Maintence Complaint,Apartment Maintence Complaint,,,,,,,,,
IDNYC Benefits,Statue of Liberty Visitor Information,,,,,,,,,
Recycling and Trash Collection Schedules,,,,,,,,,,
Medical Doctor Complaint,,,,,,,,,,
Plate Defect - Highway,Traffic - Emergency Condition,,,,,,,,,
Fight a Parking Ticket - Older than 100 Days,Find a Fince Business Center,Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,
Information for Health Care Providers,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Pay a Parking Ticket - By Mail,Pay a Parking Ticket - In Person,Pay a Parking Ticket - Online,,,,,,,
SCRIE - Status Lookup,SCRIE - Status Lookup,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Find a Food Pantry or Soup Kitchen,,,,,,,,,,
Disabled Persons Resource Directory,,,,,,,,,,
Home Improvement Contractor Complaint,,,,,,,,,,
ABCs of Housing - Housing Rules and Regulations for NYC Owners and Tents,,,,,,,,,,
Division Transfer,Fire Hazard Complaint,Restaurant Odor,Restaurant Odor,Service Request Status - General,Service Request Status - General,,,,,
Caller Hung Up,,,,,,,,,,
Illegal Parking Complaint,,,,,,,,,,
New York State Business Permit or License,,,,,,,,,,
Contact Information - Directory Assistance,John F. Kennedy Airport - General Information Requests,,,,,,,,,
Food Stamp Assistance,Food Stamp Complaint,,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Division Transfer,Legal Ombudsman Helpline for Businesses,,,,,,,,,
Building Construction With Unprotected Neighboring Property - Priority,,,,,,,,,,
Parking Permit - Disability - City Renewal,Parking Permit - Disability - General Information and Application Status,,,,,,,,,
Property Tax Exemption Information,Property Tax Reduction - Co-op or Condo - General Information,Service Request Status - General,Service Request Status - General,,,,,,,
Birth Certificate Correction or Change,me Change,,,,,,,,,
Traffic Violation - Fight Ticket or Appeal Hearing Decision,,,,,,,,,,
WeCare Services for Public Assistance Clients,,,,,,,,,,
Building Construction Outside Approved Plans,,,,,,,,,,
Find a School,Find a School,,,,,,,,,
City Worker or Agency Complaint or Compliment,Service Request Status - General,,,,,,,,,
Job Center Complaint,,,,,,,,,,
Ambulance Patient Locator,,,,,,,,,,
Pest Control Complaint in Apartment,Rodent Complaint - Other Location,,,,,,,,,
Lawyer Referral,Lawyer Referral for Seniors,,,,,,,,,
Locate an Elected Official,,,,,,,,,,
Animal - Injured or Sick - Stray Dog or Cat,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Buildings Information System,,,,,,,,,,
NYC Commuter Benefits,,,,,,,,,,
U.S. Postal Service Consumer Hotline,,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Caller Hung Up,,,,,,,,,,
Blocked Street - Construction,,,,,,,,,,
Green Bin Sign - English and Spanish,Recycling Bin Sticker - Indoor Blue,Recycling Bin Sticker - Indoor Green,,,,,,,,
Lawyer Referral for Seniors,,,,,,,,,,
Find a School,High School Enrollment for New Students,,,,,,,,,
Food Stamp Assistance,,,,,,,,,,
Find a Medicaid Office,,,,,,,,,,
Water Leak in Apartment,,,,,,,,,,
Death Certificate Before 1949,,,,,,,,,,
IDNYC - Make an Appointment,"IDNYC Card - Corrections, Changes, and Lost Cards",IDNYC Enrollment Centers,,,,,,,,
Missed Recycling Collection,,,,,,,,,,
Health Insurance for Seniors - Medicare and HIICAP-SHIP Program,,,,,,,,,,
Division Transfer,Police Officer Serious Misconduct or Corruption,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Elevator or Escalator Defective or Without Permit,Elevator or Escalator Defective or Without Permit,Housing Court Information for Tent and Landlord Disputes,,,,,,,,
Disposal of Leaves,Missed Garbage Collection,,,,,,,,,
Find a Food Pantry or Soup Kitchen,,,,,,,,,,
Asbestos Complaint - Disturbed - Priority,Dangerous Location or Situation,,,,,,,,,
Bulk Item Disposal Information,,,,,,,,,,
Pretal Care,,,,,,,,,,
Homeless Shelter Intake for Families with Children,,,,,,,,,,
NYC Condoms for an Organization,,,,,,,,,,
"Housing Options - Senior - Frail, Disabled, or with Alzheimers or Dementia",New York City Housing Lottery,,,,,,,,,
"Street or Highway Sign Installation, Removal, or Relocation",,,,,,,,,,
Day Care Center Referrals,,,,,,,,,,
Death Certificate from 1949 to Present,,,,,,,,,,
Domestic Violence Hotline - Victims Assistance,,,,,,,,,,
Street Sign - Damaged,,,,,,,,,,
Pre-Kindergarten (UPK) General Information,,,,,,,,,,
File Claim Against the City,,,,,,,,,,
Schedule a Plan Examiner Appointment,,,,,,,,,,
Contact Information - Directory Assistance,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,,,,,,,,,,
Animal - Found or Stray - Dog or Large Wildlife,,,,,,,,,,
Parking Ticket Lookup - Ticket or Plate Number Known,Parking Ticket Payment Problem or Pelty Adjustment,,,,,,,,,
Pre-Kindergarten (UPK) General Information,,,,,,,,,,
Landlord Rent Information - Public Assistance,,,,,,,,,,
Locate an Elected Official,,,,,,,,,,
Division Transfer,Find a School,Find a School,Find a School,,,,,,,
Tow Truck Complaint - Street,,,,,,,,,,
Missed Garbage Collection,,,,,,,,,,
Dangerous Location or Situation,Hot Transfer 911,,,,,,,,,
Birth Certificate from 1910 to Present,,,,,,,,,,
Noise from Construction,,,,,,,,,,
Mobile Food Vending - Operating Information,,,,,,,,,,
Fire Hydrant Running,,,,,,,,,,
Department of Education Employee Benefits and Information,,,,,,,,,,
